GenotypeID,DaysToPollen_NEmean,DaysToSilk_NEmean,RootLodgingPct_NEmean,StalkLodgingPct_NEmean,LeafAngle_NEmean,PoorGerm_NEmean,PotentialPollenContamination_NEmean,EarsPerPlant_NEmean,CobWeightGrams_NEmean,HundredKernelMassGrams_NEmean,GrainPercentMoisture_NEmean,EarLengthCM_NEmean,EarWidthCM_NEmean,EarFilledLengthCM_NEmean,KernelRowNumber_NEmean,KernelsPerRow_NEmean,PercentFill_NEmean,SouthernRustSeverityScore_NEmean,LeafAreaIndex_NEmean,LeafLengthCM_NEmean,LeafWidthCM_NEmean,PlantHeightCM_NEmean,NodesWithBraceRoots_NEmean,TillersPerPlant_NEmean,BranchesPerTassel_NEmean,TasselLengthCM_NEmean,BranchZoneLengthCM_NEmean,TasselSpikeLengthCM_NEmean,TotalGrainMassGrams_NEmean,LeafNumber_NEmean
11430,69,71,5,0,NA,0,0,1,11.57,29.84,7.6,12.54,3.79,11.54,15,20.5,92.2,1.5,3.47,78.25,8.575,179.75,1.665,0,7.67,37.25,11.2,26.05,554.45,12.7075
1538,65.5,66.5,0,25,NA,0,0,1,9.615,25.645,7.9,12.335,4.08,12,14,23.75,97.25,2.25,3.7,72.25,6.425,170,1,0.335,6.67,32.685,7.35,25.33,500.6,13.125
2369,74.5,76.5,0,2,22.45,0,0,1.125,18.305,22.445,8.1,16.375,4.21,14.625,14.665,30.33,89.3,1.75,3.94,73.75,8.35,198,1,0,5.5,26.32,6,20.315,794.6,14.6675
29MIBZ2,65,67.5,0,0,NA,0,0,1,13.25,22.345,7.25,14.5,3.585,13.71,14,26.58,94.4,2.75,4.355,75.875,8.375,153,1.5,0,8.67,31.5,9.285,22.22,608.25,11.8325
2FACC,71,71.5,70,0,31.15,0,0,1,15.385,29.845,8.05,11.525,4.02,10.875,16.045,22.625,94.4,3.25,4.04,74.5,8,184.5,2,0,7.335,27.835,6.465,21.37,605.85,14.1675
2FADB,71,72,100,0,34.15,0,0,1,15.89,33.695,8.1,11.545,4.46,11.335,14.08,21.5,98,2,3.98,75.875,8.35,186,1.415,0,6.665,25.52,6.115,19.4,711.7,14.5
2MA22,69.5,76.5,90,0,28.8,0,0,1.0625,11.415,27.715,8.45,11.875,3.96,10.5,13.83,22.58,88.5,2.75,3.27,83.75,7.475,171.75,1.165,0,4.67,33.48,7.65,25.835,633.9,11.875
2MCDB,68,69,0,50,30.25,0,0.5,1.0625,11.095,23.075,8.75,14.915,3.625,12.335,12.665,26.665,82.5,1.75,NA,75.875,8.125,186.75,1,0,10,31.88,7.7,24.185,594.1,12.7075
33-16,77,81,0,0,25.4,0,0,0.875,10.36,28.37,NA,11.17,3.5,9.67,11.17,19.5,86.6,1,3.16,77.25,8.5,193.5,1.33,0,15.67,33.6,11.6,22,318,13.415
38-11,82.5,86.5,75,25,34.85,0,0,1.0625,14.26,26.02,NA,13.165,3.29,7.415,9.585,11.585,56.25,2.25,NA,91.875,7.075,222.5,2.165,0.165,12.17,38.25,12.55,25.7,381.45,15.54
3IJI1,67,69,0,0,30.3,0,0,1,16.54,23.325,8.6,14.25,4.25,13.79,15.915,27.5,96.75,2.75,3.85,74.375,8.825,149.75,0.5,0,5.165,35.9,8.68,27.215,713.5,12.335
4554_INBRED,62,63,100,0,NA,0,0,1,6.94,22.63,NA,9.75,3.08,9.25,11.17,15.83,94.9,NA,3.24,56,7.8,117,0.33,0,11.33,21.33,7.6,13.73,263.9,10.75
4578_INBRED,75,75.5,0,55,47.65,0,0,1,13.62,20.225,NA,16.25,3.46,15.665,11.58,32.085,96.4,1.5,4.835,65,6.625,168,1.165,0,14.33,34.97,12.75,22.215,482.3,15.46
4722,82.5,84.5,100,0,32.35,0,0,1,14.005,11.555,NA,14.875,3.205,14.045,14,25.58,94.3,3,4.565,82.5,9.325,183,2.165,0,13.5,31.5,12.7,18.8,275.05,14.4575
4F-234_BX_4,76,77,100,0,33.3,0,1,0.75,13.97,20.49,NA,13.08,4.33,12.58,16.33,31.17,96.2,NA,NA,74.75,8.6,191,0.67,0.67,23,32.17,11.73,20.43,460.7,13.415
4N506,74.5,75,100,45,42,0,0,1,16.96,23.79,8.4,14.42,3.835,13.415,14.08,29,92.8,2,4.3,76.75,7.375,203.5,2,0,4.5,28.45,7.265,21.18,675.65,16.335
52220,76.5,77.5,47.5,50,23.45,0,0,1,9.51,31.005,NA,13.46,3.585,11.46,9.5,23.83,85.05,2,3.285,59.875,7.325,109.5,1,0,9.835,30.635,9.735,20.9,377.95,14.25
6F629,74,77,0,10,37.7,0,0,1,10.22,25.415,NA,13.5,3.04,11.75,12.415,22.25,87.1,3.75,3.715,73.75,9.125,177,2.165,0,6.665,32.885,7.8,25.085,476.8,12.875
6M502,76.5,77,0,5,33.05,0,1,1,16.375,23.955,8.75,16.33,3.705,15.92,14.92,29.665,97.45,1.25,4.745,81.5,9.75,170,1.5,0,14,39.4,10.065,29.335,716.15,12.71
6M502A,74.5,78.5,0,0.5,29.45,0,0.5,1,15.515,22.565,8.5,13.955,3.92,13.205,15.5,22.92,94.55,1,4.795,78.875,9.625,166.25,1.835,0,10.5,39.285,10.315,28.97,514.2,12.5425
764,68,71,0,1,29.05,0,0,1,11.295,25.685,NA,10.455,3.455,9.75,14.75,18.25,93.2,2.75,2.29,61.625,7.5,147.25,1.33,0,6,25.635,4.68,20.95,454.75,12.5
78551S,70.5,71,0,0,53.5,0,0,1,18.75,31.455,8.7,18.625,4.375,16.795,12.33,31,90.15,0.5,NA,81.575,8.875,185.5,1.5,0,7.5,38.765,9.85,28.92,771.65,12.9575
787,78.5,80,50,0,15.25,0,0,1,15.88,24.295,7.5,13.165,3.875,11.5,15,24.33,86.85,0,3.46,81.375,9.2,192.5,2,0,0.665,33.885,0.135,33.75,694.35,15.5
792,72,74,0,0,19.2,0,0.5,1,12.835,25.015,8.6,13.54,3.71,13.085,15.75,25.415,96.6,2.5,3.585,78.875,8,177.25,1,0,8,28.9,7.565,21.335,638.8,13.875
793,70.5,73,10,0,24.55,0,0.5,1,14.2,26.65,7.9,12.415,4.125,12.08,15.33,22.665,97.35,2,3.915,77.5,7.45,186.75,1.75,0.085,4.835,29.345,5.985,23.36,609.35,14.4175
80-2,64,64,50,50,33.6,0,0,1,12.095,23.985,NA,13.415,3.75,12.58,13.75,21.25,93.75,2.75,2.87,64.375,8.075,154.5,0.335,0,10,26.435,6.665,19.77,395.05,11.9175
87916W,71.5,78.5,0,0,20.4,0,0,0.9375,11.515,23.315,8.85,12.705,3.5,12.585,13.585,27.585,99.05,2,3.965,72,8.025,199.5,1.165,0,7.165,25.085,7.415,17.665,541.55,15.3325
904,65.5,66,0,0,39.95,0,0,1,8.585,22.175,NA,10.955,3.71,9.375,16.085,19.335,85.45,2.5,3.185,71,8.075,137.25,1,0,8,33.2,9.2,24,562.4,11.4575
911,64.5,66.5,0,0,31.3,0,0,1,10.59,23.1,8.65,11.415,4.295,10.835,16.335,19.83,94.95,2.25,3.495,68.125,8.5,150.25,1.835,0,12.17,30.25,11.37,18.88,558.55,12.875
912,66,66,0,0,32.05,0,0,1,9.7,27.33,8.6,10.375,3.5,9.71,13.835,19.665,93.7,3.25,2.505,62.625,7.875,144.25,1.165,0.165,7.335,25.865,7.25,18.615,546.3,11.54
91IFC2,67,68,100,0,NA,0,0,1,12.92,23.255,NA,12.79,3.96,11.545,12.83,26.165,90.1,1.75,3.5,64.125,7.9,164.5,1,0,7.5,36.03,8.835,27.2,550.5,12.2925
A,74,77.5,0,100,NA,0,0,1,10.59,22.745,NA,12.795,3.915,11.79,14.42,20.17,92.15,1.5,3.32,81.375,7.275,199.25,2.335,0,14.335,30.75,11.27,19.485,319.95,16.5
A12,64,65.5,50,0,NA,0,0,1,17.005,23.8,NA,9.67,3.96,8.54,15.085,18.5,87.85,NA,2.495,70.75,7.75,158.75,1.335,0,10.5,34.315,8.45,25.865,324.5,13.0825
A15,60,61,40,50,NA,0,0,1,12.4,15.93,NA,10.375,3.625,9.79,15.75,21,94.05,NA,NA,60.125,7.3,159.5,0.165,0,7,30.08,6.5,23.585,320.4,10.585
A155,64.5,66.5,65,45,NA,0,0,1,10.095,22.85,NA,8.625,4.04,8.335,15.585,18.335,96.5,NA,3.36,66.875,8.5,151.5,0.835,0,8.5,30.715,9.035,21.68,417.3,10.625
A239,72,73,50,1,36.8,0,0.5,1,12.435,26.545,8.6,13.375,3.71,12.375,13.165,23.42,92.55,0,4.425,77.75,8.9,172,1.5,0,5,33.065,6.78,26.285,533.25,12.5825
A258,72,74.5,0,75,NA,0,0,1,18.635,11.45,NA,13.585,3.71,12.375,15.83,30.33,91.1,NA,3.315,73.875,10.7,159.5,1.665,0,13.67,28.635,8.57,20.065,457.25,13.1675
A305,66,67,80,0,55.45,0,0,1,12.69,27.43,NA,10.92,4.29,9.75,15.085,19.085,89.3,NA,3.195,64,7.75,176.5,1.33,0,25.17,37.115,19.28,17.835,518.95,12.625
A321,70,72,50,2.5,26.5,0,0,1,12.985,24.62,7.45,14.5,3.915,13.665,14.585,25.67,94.3,0.5,3.115,73.875,8.9,155.25,0.165,0,9.17,27.9,7.715,20.185,567.05,12.04
A322,67,67.5,50,90,NA,0,0,1,16.285,24.85,8.4,13.625,3.375,12.915,12.58,29.5,94.75,2.25,2.81,63,8.25,172.25,0.665,0,13.835,30.45,9.435,21.02,647.3,13.0825
A334,65,66,100,0,NA,0,0,1,13.455,24.63,NA,10.54,4.04,10.415,16.915,19.915,98.8,NA,2.8,74.375,7.325,157.25,1.335,0.165,9.5,25.065,10.12,14.95,475.7,11.625
A340,65.5,67.5,0,100,NA,0,0,1,10.425,23.695,NA,12.46,3.875,11.915,11.17,24.085,95.55,NA,3.21,70.375,7.3,178.75,0.665,0,20.83,30.85,12.6,18.25,436.9,12.9575
A344,63,64,0,100,NA,0,0,1,9.75,20.93,NA,10.42,3.5,9.08,14,19.67,87.1,NA,3.13,53.25,7,124,0,0,11.33,29.2,6.7,22.5,342.4,11.835
A374,68.5,71,50,50,NA,0,0,0.875,13.92,25.98,NA,14.71,3.79,13.835,13.67,22,94.05,1.5,NA,91.125,7.3,169,1.335,0,13.335,32.615,11.9,20.72,495.1,12.5825
A3G-3-3-1-313,76,78,100,100,27.9,0,0,1,13.41,10.39,NA,12.42,3.5,11.83,21,30.17,95.2,4,2.85,72.75,7.2,152,1,0,15.33,31.43,11.3,20.13,323.2,13.915
A401,71.5,73.5,25,45,35.5,0,0,1,12.465,19.71,NA,13.045,3.71,12.085,13.165,30,92.6,3.25,3.88,71,8.875,146.5,1.5,0,19,27.765,9.985,17.78,523.05,12.2075
A415-1-3_INBRED,77,81,100,0,30.9,0,0,0.8125,13.475,26.86,NA,15.21,3.335,13.415,11.5,21.915,88.1,0.5,NA,79.25,8.025,223.25,3.665,0,22.335,36.585,11.715,24.87,278.35,16.21
A427,72.5,77,5,1,NA,0,0,0.875,11.475,25.625,NA,9.21,3.58,8.205,11.585,12.75,89.1,1.5,3.83,77.375,9.975,170.5,1.165,0,9.165,32.1,11.1,21,211.35,11.71
A508,63,62.5,2,30,NA,0,0,0.875,21.275,20.295,NA,11.665,3.75,10.455,15.25,22.25,89.8,NA,3.48,72.75,7.05,157.75,0.83,0.165,7.17,33.07,6.435,26.635,372.95,11.9175
A548,66,69,100,0,NA,0,0,1,8.895,15.795,NA,12.795,3.585,11.96,16.585,24.92,93.75,NA,2.915,76.5,8.075,NA,0.5,0,11,33.52,10.8,22.715,458.05,12.7525
A554,66,67,75,0,NA,0,0.5,1,10.755,23.645,NA,9.415,3.705,9.29,13.085,22.25,98.7,NA,2.825,67,8.075,154.25,0.665,0,12,30.615,12.3,18.315,492,12.2075
A556,68,68.5,0,5,41.65,0,0,1,12.675,28.835,NA,10.455,3.5,10.08,13.67,18.92,96.35,NA,2.875,67.25,8.2,127,1.83,0,7.5,31.485,7.715,23.77,472.95,13.21
A572,64.5,64.5,75,10,NA,0,0,1,20.49,22.61,NA,10.71,3.795,10.46,13.415,24.665,97.7,1.5,2.665,63.875,8.3,156.5,0.665,0,8.335,28.965,6.865,22.1,517.5,12.625
A619,68,70,0,12.5,40.4,0,0,1,13.64,27.14,9.5,12.16,4.26,11.675,14.565,22.465,95.95,1,3.355,74,8.575,167.25,1.165,0,10.835,34.73,10.515,24.215,566.5,11.7925
A627,68,71.5,80,0,22.25,0,0,1.0625,11.22,18.07,8.4,12.625,3.625,11.705,13.17,28.5,92.7,3.5,3.545,73.85,7.55,171.5,0.665,0,24.165,28.835,10.315,18.52,529.85,13.5
A632,72.5,74.5,0,55,NA,0,0,1,15.925,24.735,NA,16.415,3.54,13.83,12.5,25,84.05,2.5,3.535,78.75,6.675,185.5,1,0,9.835,30.115,8.4,21.72,588.55,13.9575
A634,68.5,71,50,0,37.5,0,0,1,15.34,28.095,NA,13.455,3.625,11.875,13,20.25,87.7,3.75,3.485,78.75,6.725,176.5,1.67,0,5.83,25.715,6.785,18.93,403.55,14.5825
A635,66.5,68,0,0,NA,0,0,1,11.31,18.93,9.05,13.46,3.79,11.875,14.75,27.25,88.3,NA,3.415,79.25,6.675,154,1.165,0,10.165,29.515,6.515,23,495.95,14.375
A648,70,71,0,25.5,NA,0,0,1,10,18.92,NA,17.29,3.33,14.415,12.75,33.92,83.3,1,2.76,73.625,8.05,182.25,1.335,0,10.67,31.78,9.765,22.015,575.55,12.8325
A649,64.5,64,100,0,NA,0,0,1.0625,13.59,29.87,NA,14.205,3.54,11.79,14.33,18.33,83.05,1.5,2.91,75,7.775,145.25,0.33,0,5.835,30.035,7.57,22.465,472.9,10.75
A651,63,63.5,0,50,NA,0,0,1.0625,8.665,20.62,NA,12.045,3.125,10.33,13.835,19.17,85.9,NA,2.095,65.625,9.425,118.25,1.335,0,19.17,20.73,11.215,9.515,348.8,11.2075
A654,64.5,64.5,0,0,NA,0,0.5,1,11.375,31.06,NA,10.42,3.5,9.375,11.335,16.165,90,3.5,2.145,57.875,8.25,145.25,1,0,4.835,28.65,7.25,21.4,418.8,11.0825
A659,69.5,73,90,0,29.05,0,0,1,20.32,26.365,8.55,13.33,4.21,12.205,15.5,22.335,91.55,2.25,3.875,88.25,8.725,173.25,1,0,17.17,33,13.05,19.95,573.35,11.835
A661,63,65.5,100,0,40.85,0,0,1,16.125,24.28,NA,12.085,3.75,9.955,14.335,22.92,82.3,1.75,3.625,66,8.95,175,1.335,0,6.17,29.485,5.715,23.77,496.65,12.335
A662,60.5,61,50,0,NA,0,0,1,10.96,23.545,NA,11.875,3.5,11.75,12.335,22.835,98.95,NA,2.415,63.375,9.05,155,0.835,0,10.335,33,8.23,24.765,468.75,11.375
A663,75.5,78.5,50,50,NA,0,0,1,10.1,18.025,NA,13.455,3.455,12.335,14.665,26.25,91.7,2.75,NA,63.75,9.425,NA,1.665,0,15.665,36.15,12.185,23.965,425.55,12.2925
A672,67,68,0,50,32.5,0,0,1,16.04,20.14,8.8,13.33,4.33,12.08,17.67,24,90.6,1.5,2.65,79,6.25,175,0.67,0,7.67,30.47,9.97,20.5,569.1,14.165
A673,65,69.5,0,0,NA,0,0,1,6.555,18.595,NA,11,3.625,10.29,13.915,23.335,93.55,NA,3.03,60.375,7.85,131.25,1,0,9,27.635,10.07,17.565,385.15,11.96
A674,68.5,70,2.5,0,28.25,0,0,1,10.89,31.265,8.8,14.79,3.875,13.085,13.92,24.835,88.45,1.5,3.5,74.5,8.35,176.25,1,0,5.165,33.22,6.25,26.97,482.05,12.5425
A679,69,70,0,12.5,21.25,0,0,1,16.115,19.7,8.4,12.83,4.21,12.335,16.67,27,96.1,3,3.37,83.375,9.05,201.5,1.5,0,5.165,21.3,6.8,14.5,742.7,13.5425
A680,75,76,0,27.5,16.9,0,0,1,14.05,20.045,NA,12.29,3.71,11.75,15.75,25.835,95.65,1,3.72,88,8.875,201.25,2.165,0,6.335,26.78,6.565,20.215,554.4,14.165
A682,68.5,68.5,55,0,NA,0,0,1,12.74,32.48,8.1,15.875,3.79,15.58,10.33,28.085,98.35,1.5,3.565,70.25,9.275,174,0.335,0,6.33,40.435,5.53,34.9,692.85,11.835
A71,68.5,71,0,100,NA,0,0,1,11.985,24.025,8.45,14.5,3.665,14.125,13.25,28,97.4,1.25,4.075,80,8.825,183,1.335,0.165,17.665,37.735,15.98,21.75,561.5,13.415
A73,70,73,0,100,NA,0,0,1,12.205,19.155,8.15,14.415,3.375,13.205,15.33,26.415,91.25,2,3.835,60.125,9.8,150.5,1.665,0,16.5,27.665,9.38,18.285,559.5,14.5825
A797NW,83,86,0,5,45.1,0,0,0.875,7.17,27.47,NA,8.25,3.33,7.42,11,13.83,89.9,1,3.95,72,7.8,167,0.67,0,7.67,29.8,4.37,25.43,199.7,14.915
A96,64,64,50,50,NA,0,0,1,13.69,24.145,NA,11.835,3.585,11.54,10.5,23.96,97.55,1.75,2.995,69.5,8.6,135.75,0.335,0,4.335,33.85,6.25,27.6,386.9,11.25
AM0776,68,71,0,0,40.5,0,0,1,11.73,26.77,NA,13.54,3.64,13,11.415,21.665,95.95,2,4.09,73.875,7.4,186.25,1,0,7.5,30.885,8.6,22.285,535.7,13.5825
AQA3,67.5,68,50,50,NA,0,0,1,10.59,16.79,8.5,15.08,3.415,13.335,14,31.165,88.45,2,2.725,71.5,6.975,166.25,1.17,0,5.83,31.27,7.785,23.485,554.05,11.875
AS6103,74,76,50,0,36,0,0,1,17.69,25.275,7.75,13.915,3.915,12,15.835,24.165,86.2,2,4.12,84,7.325,163.5,0.5,0,9.165,28.47,9.565,18.9,614.4,13.665
AusTRCF_306238,77,78.5,95,0,29.3,0,0,1,12.445,25.635,7.45,13.795,4.415,13.545,12.835,28.5,98.2,2,NA,66.75,8.775,NA,0,0,13,31.55,7.915,23.63,658.95,14.79
B-18_INBR.FR.SUPERGOLD,69,72,100,0,NA,0,0,1,7.24,17.63,NA,11.61,3,9.44,14.67,18.44,81.3,2,2.38,75.25,6.35,162,3,0,26.67,35.63,18.57,17.07,325.1,15.415
B-28,72,76,50,47.5,32.8,0,0,1,8.045,11,NA,10.875,2.71,9.775,16.165,25.4,90.45,2,3.94,75.5,5.825,164.25,1.335,0,16.5,29.715,12.065,17.65,306.95,14.9575
B10,78,83.5,50,55,38.9,0,0,1,18.34,25.075,8.5,15.58,4.17,13.75,13.835,23.415,89.7,1.25,5.22,93.75,8.975,201.25,1.335,0.165,16,33.57,11.935,21.635,522.15,16.5825
B101,78.5,82.5,0,2.5,19.75,0,0,1,15.805,18.5,8.95,13.58,3.915,13.21,16.335,25.585,97.25,2,4.27,78.125,9.025,189.25,1.165,0,26.335,34.785,13.63,21.15,436.35,16.0825
B104,75.5,77,0,3,26.5,0,0,1,15.88,24.425,NA,12.835,4.08,11.795,14.25,25.335,91.9,1,4.555,88.5,7.9,158.25,1.5,0,9.835,27.385,7.385,20,539.2,15.25
B105,72,78,40,25,28.2,0,0,1,17.01,23.205,7.75,14.165,4,12.165,15.75,22.915,85.6,3.75,NA,78,8.625,175.75,3,0,33.165,36.435,16.88,19.55,502.1,14.2075
B106,71.5,74.5,0,25,24.2,0,0,1,12.985,22.775,NA,13.915,3.21,13.58,10.5,30,97.55,0.5,3.175,77.5,7.675,196.75,0.835,0,8.17,31.2,9.3,21.9,541.7,13.4175
B107,71.5,77,0,7.5,41.05,0,0,1,16.15,37.07,NA,13.71,3.5,12.085,11.085,21.665,87.9,2.75,4.225,82.375,9.3,185.5,1.335,0,7.165,30.085,10.12,19.965,550.55,12.335
B108,76.5,77.5,100,0,38.55,0,0,1,15.37,19.58,NA,14.875,4.125,13.42,13.67,29.25,90.25,2,3.68,81.75,9.25,191.75,2.5,0,12.67,26.87,7.465,19.4,460.3,16.5425
B109,77,77,0,0,30.55,0,0,1,13.355,21.585,8.9,12.915,4.04,12.08,15.085,29,93.5,1.25,4.175,76.375,9.275,197.25,2.5,0,9.17,29.47,8.95,20.515,686.2,14.9575
B14,75,78.5,0,25,NA,0,0,1,15.97,30.005,NA,14.415,3.5,10,13.25,20.085,71.6,2,3.365,84.5,7.65,201.25,1.665,0,7,34.17,7.65,26.52,435.95,15
B14A,74.5,77.5,0,0,28.05,0,0,1,19.525,29,NA,16.5,3.585,12.67,13.83,18.67,76.85,2.75,3.45,88.75,7.425,181.25,0.67,0,8.835,31.015,7.985,23.03,491.5,14.8325
B164,73.5,76.5,0,90,18.9,0,0,1.0625,13.295,19.41,NA,15.58,3.75,14.335,15.25,28.92,92,1.75,3.77,79.375,8,190.5,1.17,0,16.335,32.05,12.085,19.965,595.85,14.875
B37,75,78,10,2,29.15,0,0,1.0625,15.37,25.64,NA,14.25,3.585,11.705,12.75,22.085,82.05,3.75,3.665,73.5,8.45,189.25,1.5,0,6.165,32.15,5.93,26.215,438.35,14.085
B42,75,76.5,50,0.5,32.65,0,0,1,12.935,33.9,NA,11.46,3.705,9.54,12.5,12.25,83.5,1.5,3.91,85.5,9.1,187.75,1.335,0,14.5,36.1,11.6,24.5,335,14.625
B46,77.5,80,50,5,40.95,0,0,1,22.205,28.505,NA,15.29,3.835,12,13.75,20.835,78.7,1.5,4.085,82.75,9.275,189.25,1.67,0,10.67,29.365,8.78,20.585,450.15,15.835
B52,80,82,50,47.5,25.7,0,0,1,10.83,16.825,NA,12.5,3.25,10.165,14.335,18.665,81.6,0.5,3.82,78,8.15,174,1.5,0,10.665,31.27,9.95,21.315,316.1,14.7925
B54,69,73,0,95,31.8,1,0,1.125,16.33,29.77,NA,14.5,3.83,12.08,11,14.17,83.3,1,NA,63.25,6.85,167.5,1.67,0,8,40.33,11,29.33,298,12.835
B57,71.5,76,60,0,48,0,0,1,14.575,28.17,9.05,11.415,4.165,11.33,14.5,22.585,99.3,3.25,4.895,80.625,7.9,161.75,1.335,0,21.5,34.92,14.435,20.485,569.7,13.4175
B64,76.5,79.5,0,0,28.1,0,0,1,15.91,27.03,NA,14.415,3.625,12.42,12.335,20.165,85.9,3.25,3.74,89.875,6.675,172,0.67,0,6.835,38.88,9.8,29.085,354.7,15.21
B65,76.5,76.5,100,0,NA,0,0,1,15.33,30.01,NA,12.17,3.71,9.5,14,19.58,78.65,2.5,1.5,77.375,9.825,192,1,0,12,28.565,8.435,20.135,457.4,14.165
B66,72,76,100,0,23.05,0,0,1,17.455,25.15,NA,14.93,3.125,12.07,10.89,22.945,80.15,2,3.39,77.375,10.1,183,1.835,0,6.835,33.58,8.07,25.52,531.85,14.375
B68,76,81.5,55,0,31.6,0,0,1,14.68,26.065,NA,15.625,3.71,11.915,14,17.67,76.25,2.25,4.3,92.75,6.6,204.5,1,0,10,30.8,9.52,21.285,332.1,14.9575
B7,77,82,0,92.5,37.3,0,0,0.9375,16.58,24.985,NA,14.295,3.585,10.75,14,17.915,75.55,2,3.38,84.25,9,193,1,0,12.735,35.3,14.615,20.685,360.9,14.2925
B73,75.5,76.5,0,12.5,17.55,0,0,1,19.5,21.335,8.4,14.165,4.585,12.79,17.835,29.585,90.25,1.5,3.955,80.75,8.5,201,2.335,0,7.165,29.165,9.05,20.12,747.6,15.0825
B73Htrhm,76,77,0,2,17.8,0,0.5,1,16.775,20.775,8.05,13.83,4.04,12.085,17.835,27.335,87.35,1.25,3.39,79.125,8.25,197,2.25,0,6.25,26.24,8.325,17.915,648,15.25
B75,71.5,75.5,50,35,47.75,0,0,0.9375,15.58,29.505,NA,13.75,3.705,13.165,13.835,23,95.65,1.5,4.39,77.75,8.575,182.25,2.5,0,1.835,32.935,3.25,29.68,553.4,13.375
B76,72,75.5,0,0,42.2,0,0,1,15.76,24.29,7.95,13.83,3.895,13.025,12.705,25.08,94.25,4.25,4.445,69.75,9.225,176.25,1.83,0,6,32.93,7.68,25.25,528.7,12.9575
B77,75,76.5,40,50,NA,0,0,1.0625,7.705,18.38,NA,13.585,3.375,13.17,13.585,28.335,96.9,2.75,4.555,84.25,8.6,201.5,1.165,0,9.5,33.15,9.55,23.6,446.15,15.4175
B79,75,76,70,2.5,25.3,0,0,1,12.935,21.69,NA,11.21,3.665,9.625,16,17.42,85.65,1,NA,77.25,8.3,158.25,1.83,0,11.665,33.75,10.335,23.42,448.25,14.8325
B8,68.5,70,0,75,NA,0.5,0,1,14.055,25.46,8.1,13.42,4.04,12.915,13.75,25.415,96.2,NA,2.74,70.625,7.475,184.5,1,0,19.5,29.55,11.465,18.08,658.55,13.585
B84,76,75.5,90,0,22.25,0,0,1,16.835,25.645,8.4,13,3.835,12.625,14.165,22.75,97.2,0.5,2.96,85,6.975,180,1.33,0,11.5,31.535,10.6,20.935,534.25,13.96
B85,69,71,2,0,20.6,0,1,1,19.18,25.39,7.6,12.33,3.92,11.92,15.75,25.5,96.7,1,3.12,81.5,9,190,2,0,12.33,35.57,13.57,22,560.2,11
B87,71,73,0,77.5,39.95,0,0,1,15.995,NA,NA,16.585,3.75,16.045,13.58,28.58,96.75,NA,4.235,74.875,8,169,1,0,5.665,34.215,7.18,27.035,491.2,12.3325
B88,78,84.5,30,2.5,36.35,0,0,1,17.02,33.31,NA,18.79,2.955,13.04,8.415,9.42,69.55,1,4.16,75.375,8.7,182,1.835,0.5,16.665,28.5,19.135,9.365,152.5,14.79
B90,73.5,76.5,0,15,43.4,0,0,1,14.815,28.25,NA,15.165,3.375,13.96,13.08,22.5,92.05,1.25,3.43,72.5,8.875,193.75,1.335,0,11.835,31.83,9.865,21.965,491.15,13.75
B91,74.5,78,40,1.5,48.05,0,0,1,8.865,26.515,NA,9.625,3.25,9.04,13.085,16.585,93.95,0.75,3.69,64.5,8.775,176.25,2,0,12.5,27.72,10.285,17.435,320.8,14.375
B97,NA,76.9090909090909,73.5909090909091,4.41477272727273,NA,0.0113636363636364,0.335227272727273,1.00710227272727,15.7692045454545,29.2589204545455,NA,13.2252272727273,3.91272727272727,12.9211931818182,13.2022727272727,24.5190909090909,97.7022727272727,2.59659090909091,NA,NA,NA,NA,2.17585227272727,NA,NA,NA,NA,NA,626.615909090909,13.366875
B99,72.5,80,0,47.5,40.9,0,0,1.0625,11.565,27.83,NA,13.79,3.295,13.29,11.835,23.33,96.35,0.75,3.645,78.25,9.4,212.5,1.665,0,12,30.8,10.915,19.88,476.2,13.75
Bei_10_=_North_10,72,74.5,0,0,30.45,0,0,1.0625,8.88,24.945,8.4,10.205,4.165,10.205,15.165,21,100,2.25,4.175,81,8.375,161,2.165,0,NA,NA,NA,NA,551.35,13.4175
C102,77,78,100,0,NA,0,0,1,14.375,25.425,NA,18.085,3.415,16.625,11.585,26.75,91.9,3.5,3.175,82.625,8.25,226.5,0.165,0,5.83,30.17,6,24.165,514.55,15.1675
C103,72,77,20,0,39,0,0,1,20.265,29.845,NA,16.955,3.625,16,11.085,26.085,93.95,1.5,3.61,86.75,8.225,170.5,0.835,0,14.33,35.67,11.78,23.88,531.5,12.9575
C123,69.5,70,50,0,34.95,0,0.5,1,14.555,25.2,8.35,12,3.5,11.165,12.83,23,92.8,3,3.695,70.125,8.725,142.75,0.835,0,10.83,32.285,7.1,25.185,570.5,13.125
C15,65,65,0,100,NA,0,0,1,10.26,18.81,NA,11.17,3.5,9.92,14.5,20.83,88.8,NA,2.84,70.5,6.65,123,0.67,1,12.33,27.2,8.9,18.3,315.6,11.25
C49A,61,62.5,25,0,NA,0,0,1,14,25.645,NA,11.08,3.625,10.375,12.335,17.75,93.55,NA,2.725,59.25,8,146.75,1,0,11.335,31.165,9.32,21.85,269.85,11
C68,67.5,72,50,50,NA,0,0,1,12.06,27.46,NA,11,3.79,8.835,14.335,18,80.65,0.75,NA,87,7.95,162.75,1.835,0,14.17,32.665,16.85,15.815,383.2,12.125
CA-4,76,77,0,100,65.6,0,0,1,3.28,10.23,NA,8.17,2.75,6.83,10.33,11.83,83.6,3,3.1,52.75,5.4,97,0,0,5,27.77,5.27,22.5,75.9,9
